Urdu,Roman-Urdu
ﺧﺎﻣﻴﻮں,KHAMYON
ﺳﻴﻨہ,SYNH
ﻟﻴﭧ,LYT
ﻣﺠﺒﻮری,MJBORY
ﻣﻌﺪﮦ,MADH
ﻣﻨﺎﺳﺒﺖ,MNASBT
ﻧﺠﻒ,NJF
اﻧﺴﭩﻴﭩﻴﻮٹ,ANSTYTYOT
ﭘﮑﮍا,PKRA
ﭘﻨﺸﻦ,PNSHN
ﺗﻘﻠﻴﻞ,TKLYL
دﻧﻴﺎوی,DNYAOY
ذﮨﻨﻮں,ZHNON
ﻣﺎﺟﺪ,MAJD
ﻣﺤﺐ,MHB
ﻣﻌﺪﻧﻴﺎت,MADNYAT
ﭨﮑﺮا,TKRA
ﭘﺎﺗﯽ,PATY
ﭼﺮس,CHRS
ﺣﻴﺮت اﻧﮕﻴﺰ,HYRT ANGYZ
ﺳﻴﺪهﺎ,SYDHA
ﻃﻴﺎرﮦ,TYARH
ﻋﻴﺴﺎﺋﯽ,AYSAYY
ﻓﺮﻧﻴﭽﺮ,FRNYCHR
ﻣﺰاح,MZAH
اﺧﺒﺎری,AKHBARY
ﺟﻮاﺑﯽ,JOABY
دﺳﺘﺎوﯾﺰ,DSTAOYZ
ذﯾﺸﺎن,ZYSHAN
راﻏﺐ,RAGHB
زﮐﺎم,ZKAM
ﺷﻨﺎﺧﺘﯽ,SHNAKHTY
ﺻﺪاﻗﺖ,SDAKT
ﺿﺮب,ZRB
ﻋﺸﺮے,ASHRE
ﻋﻤﺎرات,AMARAT
ﻓﻀﻮل,FZOL
ﮔﺰرﺗﮯ,GZRTE
اﺗﺮﻧﮯ,ATRNE
ﺗﮩﻮار,THOAR
ﺧﺎوﻧﺪ,KHAOND
دﮐﺎﻧﻴﮟ,DKANYN
دهﺮﺗﯽ,DHRTY
ﻏﻮری,GHORY
ﻓﺎﺗﺤہ,FATHH
ﮔﺎرڈ,GARD
ﻣﺎﻓﻴﺎ,MAFYA
وﻓﻮد,OFOD
ادرک,ADRK
اﻓﺴﺎﻧﮯ,AFSANE
اﮐﺎﺋﻴﺎں,AKAYYAN
اﯾﮉﯾﺸﻦ,AYDYSHN
ﺗﻴﺮ,TYR
ﺛﺎﻗﺐ,SAKB
دﻟﮑﺶ,DLKSH
رﻧﺞ,RNJ
ﺿﻴﺎع,ZYAA
ﻣﺪﻣﻘﺎﺑﻞ,MDMKABL
ﻣﺰے,MZE
ﭨﺎﻧﮕﻮں,TANGON
ﺗﺤﺎﺋﻒ,THAYF
ﺗﺴﻠﯽ,TSLY
ﺗﻨﺼﻴﺒﺎت,TNSYBAT
دهﻮﮐہ,DHOKH
ﺳﻠﻄﻨﺖ,SLTNT
ﻋﺎﻃﻒ,AATF
ﻟﻮڈ,LOD
ﻣﺎرﮐﻴﭩﻨﮓ,MARKYTNG
وﻻدت,OLADT
ﭘﻼﺳﭩﮏ,PLASTK
ﺟﺮات,JRAT
ﺟﻮڑے,JORE
دﯾﮩﺎﺗﻮں,DYHATON
زدﮦ,ZDH
ﺷﺮ,SHR
ﮐﻴﻤﻴﮑﻞ,KYMYKL
ﻣﻌﻤﺮ,MAMR
ﻧﻌﺘﻴہ,NATYH
وارڈ,OARD
وﻗﻮع,OKOA
ڈهﺎﻧﭽﮯ,DHANCHE
ﺑﺎرڈر,BARDR
ﺗﻬﻞ,THL
ﭼﮏ,CHK
ﺳﺮﻣﺎ,SRMA
ﺷﺎﮐﺮ,SHAKR
ﺷﮩﻨﺎز,SHHNAZ
ﻏﻴﺮﻣﻌﻤﻮﻟﯽ,GHYRMAMOLY
ﮐﻤﺎ,KMA
ﻣﺎﻧﯽ,MANY
ﻣﺤﺘﺎج,MHTAJ
ﮨﺮی,HRY
اﺣﺎﻃہ,AHATH
ﺑﺮاڈ,BRAD
ﭘﻬﺎﻧﺴﯽ,PHANSY
ﻗﺎﺑﻠﻴﺖ,KABLYT
ﮐﻤﺮوں,KMRON
ﻻﺋﻒ,LAYF
ﻻﺷﻮں,LASHON
ﭨﺮﮐﻮں,TRKON
ﺑﺘﺎﺗﺎ,BTATA
ﺑﻴﭩﻮں,BYTON
ﺗﻔﺮﯾﻖ,TFRYK
ﺳﻨﺒﻬﺎﻟﻨﮯ,SNBHALNE
ﮐﻴﻨﭧ,KYNT
ﻣﺘﻮﺟہ,MTOJH
ﻣﺼﺮی,MSRY
ﻣﻮﭨﮯ,MOTE
ﻧﺎﻟﻴﻮں,NALYON
ڈهﺎﻧﭽہ,DHANCHH
ﮨﺎرﻧﮯ,HARNE
ﺁراﺋﺶ,AARAYSH
ﺑﺴﺘﻴﺎں,BSTYAN
ﺑﭩﻬﺎ,BTHA
ﭘﻴﺎری,PYARY
ﭼﻮﭨﯽ,CHOTY
ﺧﻴﺮﻣﻘﺪم,KHYRMKDM
راﮨﻮ,RAHO
ﻣﻄﺎﻟﺒﮯ,MTALBE
ﺑﺎدام,BADAM
دواﺋﻴﮟ,DOAYYN
رﺟﺴﭩﺮڈ,RJSTRD
ﺳﺮاغ,SRAGH
ﺳﭩﻮڈﻧﭩﺲ,STODNTS
ﺳﻴﺎﺣﻮں,SYAHON
ﻣﺒﺬول,MBZOL
واک,OAK
ﺑﺎرﺷﻮں,BARSHON
ﺑﭽﺘﻮں,BCHTON
ﭼﺸﻢ,CHSHM
درﺧﻮاﺳﺘﻴﮟ,DRKHOASTYN
دﺷﻤﻨﻮں,DSHMNON
رﮐﻌﺖ,RKAT
ﺳﻮﭼﺘﺎ,SOCHTA
ﺳﭩﺎﺋﻞ,STAYL
ﻓﺮخ,FRKH
اﺳﭩﻴﻞ,ASTYL
اﯾﮑﺴﭙﺮﯾﺲ,AYKSPRYS
ﺑﺘﺎﻧﺎ,BTANA
ﭘﻬﭧ,PHT
ﭼﻼﻧﺎ,CHLANA
ﭼﻴﭙﻞ,CHYPL
ﺣﻼل,HLAL
دﺳﺘﻴﺎﺑﯽ,DSTYABY
دهﻤﮑﻴﺎں,DHMKYAN
روﮐﻨﺎ,ROKNA
ﻃﺎﻗﺘﻮں,TAKTON
ﻓﺴﺎد,FSAD
ﮐﻨﮓ,KNG
ﻣﻴﮓ,MYG
ﻧﺸہ,NSHH
ورﮐﺸﺎپ,ORKSHAP
اﮨﺪاف,AHDAF
ﭘﺴﺘﻮل,PSTOL
ﺗﺤﺮﯾﺮﯾﮟ,THRYRYN
ﭼﺎﮨﺎ,CHAHA
ﺳﺮﮔﺮﻣﯽ,SRGRMY
ﻣﻮﭨﺮﺳﺎﺋﻴﮑﻞ,MOTRSAYYKL
ﻧﺰﻟہ,NZLH
واﺟﺐ,OAJB
ڈراپ,DRAP
ﮨﺪاﯾﺘﮑﺎر,HDAYTKAR
ﭘﻴﻐﻤﺒﺮ,PYGHMBR
دﮐﻬﯽ,DKHY
ﺷﺮﻗﻴہ,SHRKYH
ﮐﻤﭙﻠﻴﮑﺲ,KMPLYKS
ﻟﮩﻮ,LHO
ڈاﻧﺲ,DANS
اﻧﭩﺮی,ANTRY
ﭘﺴﻤﺎﻧﺪﮔﯽ,PSMANDGY
ﺗﻤﺎﺷﺎﺋﯽ,TMASHAYY
ﺛﺎﻧﻴہ,SANYH
ﺟﺎرﺣﻴﺖ,JARHYT
راﻗﻢ,RAKM
روﺋﯽ,ROYY
ﻓﺎﺋﺪﮦ ﻣﻨﺪ,FAYDH MND
ﻣﺨﺎﻃﺐ,MKHATB
ﻧﺴﺮﯾﻦ,NSRYN
ﺑﻮﭨﻴﻮں,BOTYON
ﺧﻮ,KHO
ﺳﺎﻧﭗ,SANP
ﺳﺮاﺳﺮ,SRASR
ﻣﺎؤں,MAON
ﻣﮑﻴﻨﻮں,MKYNON
ﻣﻮﭨﯽ,MOTY
ﻧﻔﯽ,NFY
اﺣﮑﺎم,AHKAM
اﻓﺴﺎﻧہ,AFSANH
ﺑﺎﻻدﺳﺘﯽ,BALADSTY
ﺟﺮﻣﺎﻧﮯ,JRMANE
دادی,DADY
دﮐﺎﻧﺪار,DKANDAR
رﺳﻤﯽ,RSMY
ﺳﺎﻟﻢ,SALM
ﮐﺎﻣﻴﺎﺑﻴﺎں,KAMYABYAN
ﻻﭘﺘہ,LAPTH
ﻣﻨﻘﻄﻊ,MNKTA
ﻧﺸﺘﺮ,NSHTR
ﻧﻮﯾﮟ,NOYN
ﮨﺎ,HA
ﺑﻮاﺋﺰ,BOAYZ
ﭘﮍهﺘﺎ,PRHTA
ﺗﻼﺷﯽ,TLASHY
ﮐﻤﺮﮦ,KMRH
ﻟﮩﺴﻦ,LHSN
اﻃﮩﺮ,ATHR
ﺑﺎڈی,BADY
ﭘﮩﻨﻨﮯ,PHNNE
ﺗﺮﺟﻴﺤﯽ,TRJYHY
ﺗﻌﺎﻗﺐ,TAAKB
ﺧﺎﻣﻴﺎں,KHAMYAN
ﺧﻮﺷﻴﺎں,KHOSHYAN
رﯾﮍه,RYRH
ﻃﺒﻘﺎت,TBKAT
ﮔﮍهﯽ,GRHY
ﻟﺴﭧ,LST
ﻣﻴﻮزﯾﻢ,MYOZYM
ﻧﺎﮐﺎرﮦ,NAKARH
ﻧﮩﺮوں,NHRON
اﻋﺘﺮاﺿﺎت,AATRAZAT
ﺟﺎرﺣﺎﻧہ,JARHANH
ﺳﺎزﮔﺎر,SAZGAR
ﻋﺎﻟﻤﮕﻴﺮ,AALMGYR
ﻓﻀﻴﻠﺖ,FZYLT
ﻓﻠﻮر,FLOR
ﮔﺰری,GZRY
ﻻﺋﭧ,LAYT
ﻣﺠﺮﻣﻮں,MJRMON
ﻣﺰﮦ,MZH
اﺗﺮے,ATRE
اﻓﮑﺎر,AFKAR
اﯾﺸﺰ,AYSHZ
ﭘﮏ,PK
ﭘﻴﺪاﺋﺸﯽ,PYDAYSHY
ﺗﺤﻤﻞ,THML
ﺟﺎﻧﭻ,JANCH
ﺻﺤﺎﺑہ ﮐﺮام,SHABH KRAM
اﺻﻮﻟﯽ,ASOLY
ﺑﮍهﻨﺎ,BRHNA
ﭘﮩﻨﮯ,PHNE
راؤﻧﮉر,RAONDR
ﺳﻤﺠﻬﯽ,SMJHY
ﺷﻮاﮨﺪ,SHOAHD
ﻃﺮﻓہ,TRFH
ﮔﻬﺲ,GHS
ﻣﺎﻧﮕﻨﮯ,MANGNE
ﻣﺰاﺣﻴہ,MZAHYH
ﺑﺎﻏﺎت,BAGHAT
ﺑﺮﺑﺎدی,BRBADY
ﭘﻮﺷﻴﺪﮦ,POSHYDH
ﺗﺒﺎدﻟﮯ,TBADLE
ﭼﻬﮑﮯ,CHHKE
زﯾﺎرت,ZYART
ﺳﻮاری,SOARY
ﻣﺮﺗﮑﺐ,MRTKB
ﻣﻀﺒﻮﻃﯽ,MZBOTY
ﮨﻨﺴﺘﮯ,HNSTE
اﺑﺎل,ABAL
اﺳﮑﻮاش,ASKOASH
اﻋﺼﺎﺑﯽ,AASABY
اﮐﺎؤﻧﭧ,AKAONT
ﺑﮩﺎری,BHARY
ﭘﻴﮑﺮ,PYKR
ﺗﺮﺑﻴﺖ ﯾﺎﻓﺘہ,TRBYT YAFTH
ﺣﻤﺪ,HMD
ﺣﻨﺎ,HNA
ﺷﺎدﯾﻮں,SHADYON
ﻃﻴﺐ,TYB
ﻓﮩﻢ,FHM
ﮐﺎﭘﯽ,KAPY
ﻣﺸﻴﻨﻮں,MSHYNON
ﻣﻮاﺻﻼت,MOASLAT
ووﭨﺮوں,OOTRON
ﭘﭻ,PCH
ﻋﻘﺎﺋﺪ,AKAYD
ﻏﺰﻟﻴﮟ,GHZLYN
ﻻرڈ,LARD
ﻣﻌﺪے,MADE
ﻣﻨﮩﺪم,MNHDM
ﻣﻮﯾﺸﯽ,MOYSHY
ﻣﻴﻨﺎر,MYNAR
ﻧﻤﯽ,NMY
ﭨﻴﻨﮏ,TYNK
اﺷﺘﮩﺎر,ASHTHAR
اﻋﻼﻣﻴہ,AALAMYH
اﮐﻴﺲ,AKYS
اﭨﻴﮏ,ATYK
ﺑﺴﻨﮯ,BSNE
ﺑﻴﭩﻴﻮں,BYTYON
ﭘﻴﭩﺮول,PYTROL
ﺗﻌﻴﻨﺎﺗﯽ,TAYNATY
ﺣﺎﻣﻴﻮں,HAMYON
دوﺳﺘﻮ,DOSTO
ﺳﭙﻴﺸﻞ,SPYSHL
ﺷﺎﮦ رخ,SHAH RKH
ﻧﺎﯾﺎب,NAYAB
وا,OA
وے,OE
اﺑﻬﺮ,ABHR
اﻋﺸﺎرﯾہ,AASHARYH
اﻣﺎں,AMAN
ﭘﮍوﺳﯽ,PROSY
ﭼﻴﺦ,CHYKH
زاﺋﺮﯾﻦ,ZAYRYN
ﻋﻴﻨﯽ,AYNY
ﻏﻠﻄﻴﻮں,GHLTYON
ﻗﺘﻞ ﻋﺎم,KTL AAM
ﻗﻄﻊ,KTA
ﻣﮑﺎﻧﯽ,MKANY
اﻟﻴﮑﭩﺮاﻧﮏ,ALYKTRANK
اﻧﺠﻦ,ANJN
ﺟﻐﺮاﻓﻴﺎﺋﯽ,JGHRAFYAYY
دب,DB
ﮐﺴﮯ,KSE
ﮔﻠﻮﮐﺎرﮦ,GLOKARH
ﻣﻨﺖ,MNT
وﯾﮑﺴﻴﻦ,OYKSYN
ڈﺳﭙﻠﻦ,DSPLN
اﺧﻼص,AKHLAS
ﺑﻴﺮاج,BYRAJ
ﺟﻴﺘﯽ,JYTY
ﺣﻴﺪری,HYDRY
ﺳﺴﺘﺎ,SSTA
ﮐﻬﺎﯾﺎ,KHAYA
ﮐﻬﻮﻟﮯ,KHOLE
ﺧﻮاﺑﻮں,KHOABON
دﯾﮑﻬﺘﯽ,DYKHTY
ﮐﻮرﯾﺞ,KORYJ
ﻟﮕﺎؤ,LGAO
ﻟﻴﮑﭽﺮ,LYKCHR
ﻧﻔﻴﺲ,NFYS
ﻧﮕﮩﺪاﺷﺖ,NGHDASHT
وژن,OZN
ڈﯾﻞ,DYL
اڑ,AR
ﺑﺴﯽ,BSY
ﭘﮩﻨﭽﻨﺎ,PHNCHNA
ﺗﻘﺎﺿﮯ,TKAZE
ﺟﻬﻠﮏ,JHLK
ﺳﺮﺑﺮاﮨﻮں,SRBRAHON
ﺷﭩﻞ,SHTL
ﮔﻨﺪے,GNDE
ﮨﺎﻻ,HALA
اﻻؤﻧﺲ,ALAONS
اﻣہ,AMH
ﺗﮩﺎﺋﯽ,THAYY
ﺟﻨﻮن,JNON
ﭼﻬﭩﮑﺎرا,CHHTKARA
رﻓﺘﺎری,RFTARY
ﺳﺮدﯾﻮں,SRDYON
ﮐﻬﺎﺋﯽ,KHAYY
ﻣﻨﺎ,MNA
ﻣﻨﺘﻈﻤﻴﻦ,MNTZMYN
ﭨﻮﭨﻨﮯ,TOTNE
ڈﯾﭩﺎ,DYTA
اﺧﺮاج,AKHRAJ
اﻧﮉﺳﭩﺮﯾﻞ,ANDSTRYL
ﺑﺎﺿﺎﺑﻄہ,BAZABTH
ﺑﺮﯾﮏ,BRYK
ﺑﻬﺠﻮا,BHJOA
ﺑﻬﻴﮍ,BHYR
دهﻤﺎﮐﺎ,DHMAKA
روزی,ROZY
ﺳﻠﻴﮑﭩﺮز,SLYKTRZ
ﻗﺮﻋہ اﻧﺪازی,KRAH ANDAZY
ﻗﻮﻣﻴﺖ,KOMYT
ﮐﻮﭼﻨﮓ,KOCHNG
ﮔﻴﺘﻮں,GYTON
ﻣﺠﺮوح,MJROH
ﻣﺨﻠﻮط,MKHLOT
ﻣﻌﺎﻟﺞ,MAALJ
وﯾﭧ,OYT
اﺣﻮال,AHOAL
ﺑﺎزاروں,BAZARON
ﺑﺮﻃﺮف,BRTRF
ﺑﮩﻮ,BHO
ﺗﺠﺎوز,TJAOZ
ﺧﺮﯾﺪی,KHRYDY
ﺧﻮﺷﻴﻮں,KHOSHYON
دﺳﺘﺒﺮدار,DSTBRDAR
راﺋﭧ,RAYT
ﺳﻴﻦ,SYN
ﺷﺮﻋﯽ,SHRAY
ﻗﺪﯾﺮ,KDYR
ﻟﺴﺎﻧﯽ,LSANY
ﻣﺸﺮوط,MSHROT
ﭨﻬﻨﮉی,THNDY
اﺳﭙﻨﺮ,ASPNR
ﺑﺤﺮ,BHR
ﺗﻬﺮی,THRY
روٹ,ROT
ﺳﻠﻮر,SLOR
ﻓﺮﯾﻢ,FRYM
ﮐﻬﻮﻻ,KHOLA
ﻧﻮاح,NOAH
بہتات ہونا,bharay
بہت زیادہ,zayad-ti
کثرت,kasrat
قابل رسائی,accessable
قابل رسائی,rasai
تعریف,kharaaj tehseen
تعریف,surahi
تعریف,acclamation
تعریف,mnasb
مناسب,accommodative hai
مناسب,accomodative
پورا,poora
مکمل,mukammal
کامیابی,kamyabi
کارنامے,kamyabion
درست,durust
درست طریقے سے,durust tareeqay se
قابل حصول,husool
کامیابی,kamyabi
کارنامے,kamyabion
قابل حصول,achievible
کافی,kaafi
قابل ستائش,qabil sataish
تعریف,admirably se
تعریف,tareef
تعریف کریں,tareef
مداح,madah
تعریف,nehar
تعریف,admiringly
پیارا,pyara
ایڈور,pasand
پیار,bohat pyar karti thi
محبت,purastaar
پیار کرنا,adoring ki
پیارے,adoringly
چست,qabil
حیرت انگیز,adroitly
midele,adulate
تعی .ن,chaploosi
ہوں,mein adulatory
اعلی درجے کی,Alla darjay ki
فائدہ,faida
فائدہ مند,faida mand
فائدہ مند,faida
فوائد,fawaid
مہم جوئی,adventuresome
مہم جوئی,bahadur
وکیل,advocate
وکالت کی,waqalat
وکالت,waqalat
افادیت,affability
قابل,milansaar
الجھا,affably
اثر,affectation ke
پیار,pyar
پیار,pyar
وابستگی,talluq
تصدیق,tasdeeq
اثبات,asbat
غیر فعال,misbet
دولت مند,Ameer
کاش,muthammil
سستی,susti
سستی کے ساتھ,aasaan narkhon par
سستی,afordable
agilyly,agilely
راضی ہے,mutfiq
اتفاق,agreeableness
اتفاق سے,agreeably
چاروں طرف,charon taraf
دلکش,kashish
دلکشی سے,alluringly
بدترین طور پر,altruistically
حیران,heran
حیران,heran
حیرت,amazement ke
حیرت کرتا ہے,amazes hai
حیرت انگیز,herat angaiz
حیرت انگیز طور پر,herat angaiz
مہتواکانکشی,ambitiously
بہتر کرنا,mein behtari lana
تیار,tayyar
سہولت,khush aaind umoor ki
ہم آہنگی,amiability
ہم آہنگی,amiabily
متحرک,milansaar
خوشی,amicability
خوش اسلوبی سے,khush usloobi se
amity,hum ahangi
کافی,kaafi
enply,achay tareeqay se
تفریح,tafreeh
دل لگی,dil lagi
دل لگی,amusingly
فرشتہ,farishta
فرشتہ,halaak
apotheosis,apotheosis
اپیل,appeal
اپیل,appeal
تعریف,tareef
قابل تعریف,achi
کی تعریف,ki tareef
تعریف,tareef
تعریف کرتا ہے,tareef
قابل تعریف,qadar daan
تعریف کے ساتھ,appreciatively
مناسب,munasib
منظوری,manzoori
منظور کریں,Manzoor
پرجوش,arzoo
بیان کریں,wazeh
خواہش,tamanna
خواہشات,khwahisaat
خواہش,khwahish
یقین دہانی,yaqeen dehani
یقین دہانی,yaqeen dehani
یقین دہانی کروائیں,ko yaqeen dilaata hon
یقینی طور پر,yaqeenan
یقین دہانی کر رہے ہیں,yaqeen dehani
حیران,heran
حیران کن,herat angaiz
حیرت سے,chonka
حیرت,herat
ششدر رہ جانا,mashooor
حیران کن,heran kin
حیرت زدہ,astoundingly
حیرت انگیز,ahthyat
دھیان سے,tavajja
کشش,kashish
پر کشش,kashish
پرکشش طور پر,kashish
attune,ko attune
سنائی دیتی,sunai deti
سمنتی طور پر,aawaz buland
اچھ .ا,shubh
مستند,mustand
مستند,mustand
خود مختار,khud mukhtaar
دستیاب,dastyab
ہے,aver ki
شفقت سے,bohat shoq
ایوارڈ,award
نوازا,se nawaza
ایوارڈز,award
خوف,khauf
حیرت,awed mil
خوفناک,bohat acha hai
حیرت انگیز,awesomely
حیرت انگیزی,musarrat
حیرت انگیز,awestruck
Awsome,par awsome
ریڑھ کی ہڈی,reerh ki haddi
متوازن,mutawazan
سودے بازی,soda
خوبصورت,beauteous
خوبصورت,khobsorat
خوبصورتی سے,beautifullly
خوبصورتی سے,khoubsurti
خوبصورتی,khobsorat
خوبصورتی,khoubsurti
بیکن,isharay se bulana
اشارہ کیا,ishara
اشارہ کرنا,ishara
بیکنز,lubha raha hai
قابل اعتماد,qabil aetmaad
قابل اعتماد,believeable
محبوب,mehboob
مددگار,mohsin
فائدہ مند,Rehman
فائدہ مند,faida mand
فائدہ مند,ifadiyat
فائدہ اٹھانے والا,faida uthany walon mein
فائدہ,faida
فوائد,fawaid
فلاح و بہبود,ehsanaat
فائدہ مند,adar
فوائد,benifits ki
بہترین,behtareen
سب سے معروف,sab se Maroof
بہترین کارکردگی کا مظاہرہ کرنا,behtareen karkardagi dikhaane walay
بہترین فروخت ہونے والا,behtareen farokht honay wala
بہتر,behtar
بہتر جانا جاتا ہے,behtar naam se jana jata
بہتر توقع سے بہتر,behtar tawaqqa se ziyada
خوبصورتی سے,beutifully
بے قصور,masoom
برکت,barket
برکت,Nemat
نعمتوں,bliss
خوشگوار,raahat
خوشی سے,blissfully
blithe,blithe
بلاک بسٹر,bock buster
بلوم,blom
کھلنا,khilna
بولسٹر,hosla afzai
بونی,se bonny
اضافی انعام,bonus
بونس,bonus
بوم,boom
عروج پر,urooj par
فروغ,farogh
قابل قدر,kareem
ذہین ترین,brainiest
چیف,smart
بالکل نیا,bilkul naya
بہادر,bahadur
بہادری,bahaduri
براوو,bravoo
پیشرفت,paish Raft
پیشرفت,kamiyabiyan
سانس لینے کے,saans
دم توڑنے والا,ke breathtaking
دم توڑ رہا ہے,breathtakingly
ہوا,howa ka jhaunka
روشن,roshan
روشن کریں,roshan
روشن,roshan
پرتیبھا,pratibha
چمک,brilliances
شاندار,shandaar
شاندار طریقے سے,shandaar
تیز,taiz
بھائی چارے,baradarana
تیزی,taizi
خوش کن,ki buoyant
کیجول,chaploosi
پرسکون,pursukoon
پرسکون,pursukoon
پرسکون,sukoon
صلاحیت,salahiyat
قابل,qabil
قابل,capably
سحر انگیز,moh lena
سحر انگیز,dilfaraib
لاپرواہ,la parwah
پیسے واپس,qabil wapsi raqam
کیش بیکس,cashbacks
دلکش,kashish
منائیں,jashan mananay
منایا گیا,mashhoor
جشن,jashan
جشن منانے والا,jashan
چیمپین,faateh
چیمپیئن,champion
کرشمہ,karishma
رفاہی,Khairati
توجہ,tavajja
دلکش,dilkash
دلکش,ke charmingly
پاکیزہ,pak daman
سستا,susti
سب سے سستا,sab se sasta
خوش,hosla afzai
خوش مزاج,Khushgawar
خوشی,wall
Cherish,pasandi ko farogh dete
پسند کیا گیا,chali
کروبی,krobi
دشمنی,janbazi
تہذیب,tahazeeb
تہذیب,mohazab
وضاحت,wazahat
کلاسک,classic
بہترین,behtareen
صاف,saaf
صاف,cleaner
صاف ستھرا,saaf
صفائی,safai
صاف,wazeh
صاف کٹ,wazeh
صاف,saaf
واضح,wazeh
واضح طور پر,wazeh tor par
صاف,saaf karta hai
ہوشیار,hooshiyar
چالاکی سے,chalaki se
ہم آہنگی,mutabiq hona
ہم آہنگی,rabt
مربوط,marboot
ہم آہنگی,hum aahang
رنگین,rangeen
خوشگوار,comely aahista
آرام,sukoon
آرام دہ اور پرسکون,aaraam da aur pursukoon
آرام سے,aaraam se
راحت بخش,itminan
آرام,aaraam
تعریف,tareef
قابل ستائش,qabil sataish
قابل اعتماد,commendably
عزم,azm
اجناس,commodious
شفقت,hamdardi
ہمدردی,shafqat
مطابقت پذیر,hum aahang
مسابقتی,msabqti
تکمیل,izafi
تکمیلی,takmeeli
تکمیل,saraha
تکمیل,mukammal
شکایت,mutabiq
تعریف,tareef
وسیع,wasee
راضی,moahida
اتفاق,hal
جامع,jame
اعتماد,aetmaad
اعتماد,aetmaad
پیدائشی,mozoon
مبارکباد,mubarak baad deta hon
مبارک ہو,mubarak
مبارک ہو,mubarak ho
مبارکباد,mubarakbaad
متواتر,musalsal
مستقل طور پر,musalsal
تعمیری,tameeri
commumate,mukammal
مطمئن,Qanaat
تسلسل,tasalsul
متضاد,contrasty
شراکت,shiraakat
سہولت,sahoolat
آسان,aasaan
آسانی سے,aasani
شاعری,karne convience
آسان,convienient
متفق ہیں,convient hai
قائل,is baat par qaail
یقین سے,qaail
ٹھنڈا,thanda
بہترین,behtareen
تعاون,taawun
باہمی تعاون کے ساتھ,taawun
کارن اسٹون,konay ke suray ka
درست,sahih
صحیح طریقے سے,durust tareeqay se
مؤثر لاگت,muasar laagat
لاگت کی بچت,laagat ki bachat
جوابی حملہ,jawabi hamla
جوابی حملہ,insidaad hamlon
ہمت,himmat
بہادر,bahadur
ہمت سے,jurrat
بہادر,jurrat
شائستہ,shaista
عدالتی,courtly
عہد,ehad
آرام دہ,aaraam da
تخلیقی,takhleeqi
ساکھ,aitbaar
معتبر,qabil aetmaad
کرکرا,kirkira
کرسپر,se crisper
علاج,ilaaj
علاج-سب,ilaaj sab
کوشی,cushy mein
پیارا,khobsorat
چالاکی,cuteness ka
شکریہ,danke ki
شکریہ,danken
ہمت,himmat
ہمت,daringly
پیاری,Aziz
ڈیشنگ,bahadur
ڈان کی,dawn
چکرا,chkachond
چکرا,Khaira
چکرا رہا ہے,shandaar
مردہ سستا,murda sastay
مردہ آن,murda par
شائستگی,sharafat
مہذب,mohazab
فیصلہ کن,faisla
فیصلہ کن,faisla
سرشار,sarshar
شکست,shikast
شکست,shikast
شکست دینا,ko shikast
شکست,shikast
محافظ,Muhafiz
احترام,ehtram
dift,qabil
deginified,deginified
نزاکت,vinamrta
نازک,naazuk
مزیدار,mazedar
خوشی,nematon
خوش,khushi
لذت بخش,lazzat
خوشی سے,hai delightfully
لذت,delightfulness
قابل اعتماد,qabil aetmaad
انحصار,dependably
مستحق,se deservedly
مستحق,mustahiq
مطلوبہ,zurori
خواہش,khwahish
خواہش,khwahish mand
تقدیر,qismat
علیحدہ,hatnay
عقیدت مند,mut-taqi
dexterous,qabil
dexterously,dexterously ke
dextrous,hunar
وقار,bawaqar
وقار,satkar
وقار,Waqar
تندہی,abeam
تندہی سے,tnd_hi
سفارتی,safarti
سستا,gandagi sastay
امتیاز,imtiaz
مخصوص,makhsoos
ممتاز,mumtaz
متنوع,mtnoa
الہی,ellahi
خدائی طور پر,aasmani
غلبہ,ghalba
غلبہ حاصل,ghalba
غلبہ حاصل کرتا ہے,ghalba
dote,dote
dotingly,dotingly
بلاشبہ,zaroor
خوابوں کا میدان,sapnon ki duniya
ڈمبفاؤنڈڈ,khamosh
ڈمب فاؤنڈنگ,dumbfounding
ڈمی پروف,dummy proof
پائیدار,paidaar
متحرک,mutharrak
شوق,shoqeen
بے تابی سے,betabi
بیعانہ,banaya
پوری کوشش,skoyr
بے ہوشی,skoyr
آسانی,kam
آسانی,narmi
آسانی,aasaan
آسان,aasaan
سب سے آسان,sab se aasaan
آسانی,easiness ke
آسانی,narmi
آسان,aasaan
استعمال میں آسان,istemaal mein aasaan
اسانی سے,asani se
ebullience,uffan
ebullient,josheelaa
ebulliently,ebulliently
کم خرچ,ecenomical
کم خرچ,iqtisadi
ایکسٹیسیس,se ecstasies
ایکسٹیٹک,khush
خوشگوار طور پر,ecstatically
ترمیم کریں,taraqqi ka baais
تعلیم یافتہ,taleem
موثر,muasar
مؤثر طریقے سے,muasar tareeqay se
تاثیر,taseer
اثر,muasar
موثر,mo-asar
موثر انداز میں,muasar tareeqay se
آسان,aasaan
آسانی سے,sahoolat
فیوژن,bahao
متاثر کن,effusive
موثر انداز میں,josh
افادیت,effusiveness
اعلان,Allan
خوشی,hosla afzai
صاف ستھرا,elatedly
خوشی,elation ke
برقی,bijli
خوبصورتی,khoubsurti
خوبصورت,khobsorat
بلند کریں,buland
اشرافیہ,ishrafia
فصاحت,balaghat
